-10.300066,-1.2486243,-0.10799221
11.044617,-1.9975044,2.62796
-8.810309,0.52319694,-1.0081669
9.593605,0.4827666,-0.30785808
8.35476,0.0035183306,0.2029485
11.411265,-1.4562685,2.0122683
-8.956085,-1.4178075,0.05833115
10.937564,-1.8371354,2.474823
-7.9362316,2.2159686,-3.1290183
-7.449775,-1.112783,-0.48958856
-6.9961114,-0.05530969,-0.43550226
-7.6568604,0.74079984,-0.55406964
10.297088,-0.14573137,0.24692352
-10.712775,-1.0074512,0.13797179
-8.55848,0.03628064,0.016335934
10.922629,0.533876,-0.13234898
-6.7226706,0.057276156,0.34970173
9.884407,-1.3860121,1.8973806
10.172613,1.1311697,-0.53755355
8.609768,-0.11381736,0.43052658
11.299167,-0.27126876,0.3681463
-10.496002,-1.0131822,0.0032498792
-7.5749884,1.3957341,-2.1929529
-6.6867857,-0.73091054,-0.22043648
-9.360159,0.31528038,-0.48222595
-10.833268,-0.9298183,0.2819917
-6.5397363,-0.09514538,0.21915069
-7.78447,0.23411164,-1.0298394
11.301574,1.1998796,-0.6577174
11.395228,-0.39427334,0.722794
-6.4525867,-0.3314618,0.14616258
-6.691736,2.0466056,-3.145027
-10.193026,-0.87234265,0.3428163
-9.399105,-1.4904418,-0.066873714
-7.093181,1.8605831,-2.872079
-7.089018,1.97898,-3.007369
-7.034555,1.982898,-3.0172915
10.928556,1.2797635,-0.75284004
8.043359,-0.034118235,0.28148374
10.343,-1.5559844,2.0070806
-7.247649,2.526884,-3.657026
10.979777,-0.22965585,0.46831584
10.8022375,-1.1358006,1.5788089
11.292476,-1.6076814,2.1587336
11.091897,-0.74808216,1.1064482
-10.304552,-0.4195485,-0.30773276
7.7787995,-0.076084584,0.27113628
-7.1003785,1.309665,-2.1352282
-7.7609396,0.46372727,-0.19274303
10.593451,-1.5478805,2.0404243
11.30246,-0.106438704,0.29349172
-7.153297,2.0791702,-3.116559
-6.6289697,0.25082397,0.42223147
11.312971,-0.84419525,1.1953708
-10.049668,-1.3193914,0.41661763
9.210361,0.01808555,0.4321723
10.541935,0.10481463,0.25970474
7.7026043,-0.015130963,0.1719387
10.5005865,1.4735928,-0.7855454
-8.884559,-0.82119083,-0.505585
-8.354344,-1.2703203,-0.24680085
-6.544508,-0.053036924,0.17220189
10.04205,0.77852243,-0.19821373
-7.516654,-1.6046612,-0.3587412
9.651289,0.96178716,0.085864335
-8.733004,0.047379237,0.36361524
-7.4053607,-1.2338121,-0.06860812
11.138053,-1.2511125,1.6766989
-7.6428585,0.43013045,0.49787346
9.213174,0.19616762,0.12443805
-7.3119655,0.3482724,0.3252931
-10.368231,-0.8180393,-0.19303106
